time	Temperature	Humidity	CO₂
2011-02-01T08:00:00.000Z	20.93090189	14.78367648	438.1111366
2011-02-01T08:04:50.689Z	20.89059012	14.77027217	438.0556088
2011-02-01T08:09:56.184Z	20.85379352	14.75903148	437.9914128
2011-02-01T08:14:51.474Z	20.80955066	14.74687697	437.9328382
2011-02-01T08:19:42.462Z	20.76770225	14.73551706	437.8729386
2011-02-01T08:24:32.378Z	20.72826743	14.72302048	437.8145466
2011-02-01T08:29:34.494Z	20.68320496	14.70993213	437.7403118
2011-02-01T08:34:37.695Z	20.63416114	14.69320346	437.6717498
2011-02-01T08:39:44.584Z	20.58722315	14.6791467	437.6029267
2011-02-01T08:44:45.520Z	20.53678856	14.66466825	437.534833
2011-02-01T08:49:51.734Z	20.48335127	14.64868611	437.4554508
2011-02-01T08:54:39.505Z	20.43721307	14.63187079	437.3846256
2011-02-01T08:59:25.104Z	20.38304226	14.61572079	437.3125236
2011-02-01T09:04:17.023Z	20.33655514	14.60093994	437.2303296
2011-02-01T09:09:11.278Z	20.28359284	14.58143495	437.1573871
2011-02-01T09:14:14.596Z	20.22862155	14.56445511	437.0736887
2011-02-01T09:19:24.651Z	20.1736792	14.5459935	436.9867338
2011-02-01T09:24:38.293Z	20.10841684	14.52598769	436.8994341
2011-02-01T09:29:44.999Z	20.05574614	14.5046301	436.8080729
2011-02-01T09:34:45.272Z	19.99790959	14.48504568	436.7219995
2011-02-01T09:39:46.528Z	19.93692676	14.46499366	436.6344574
2011-02-01T09:44:35.311Z	19.87788905	14.44564322	436.545308
2011-02-01T09:49:24.640Z	19.82089206	14.42491377	436.4651557
2011-02-01T09:54:20.759Z	19.76014038	14.40412589	436.3744921
2011-02-01T09:59:26.971Z	19.69687928	14.38265241	436.2790495
2011-02-01T10:04:17.383Z	19.6378714	14.36249886	436.1934072
2011-02-01T10:09:15.244Z	19.57181107	14.33976057	436.1041003
2011-02-01T10:14:27.691Z	19.50702586	14.31610654	436.0071479
2011-02-01T10:19:28.903Z	19.43844973	14.2935665	435.9114964
2011-02-01T10:24:22.151Z	19.3794839	14.26990607	435.8281505
2011-02-01T10:29:33.849Z	19.30828433	14.24647098	435.7596564
2011-02-01T10:34:31.495Z	19.24193236	14.22358673	437.2163631
2011-02-01T10:39:39.024Z	19.17247382	14.19815663	438.5598971
2011-02-01T10:44:29.212Z	19.11065235	14.17374292	439.8806773
2011-02-01T10:49:29.328Z	19.04234344	14.15053562	441.2957959
2011-02-01T10:54:25.079Z	18.9724063	14.12495219	442.5635568
2011-02-01T10:59:21.596Z	18.90667753	14.09972712	443.9368071
2011-02-01T11:04:34.349Z	18.8336456	14.07424071	445.4219316
2011-02-01T11:09:34.798Z	18.76302603	14.04976488	446.7314893
2011-02-01T11:14:37.609Z	18.69584963	14.02324895	448.0767111
2011-02-01T11:19:24.125Z	18.62725313	13.99732048	449.3521828
2011-02-01T11:24:16.873Z	18.56028181	13.97120842	450.7206087
2011-02-01T11:29:30.759Z	18.48230236	13.94387295	452.0361648
2011-02-01T11:34:38.756Z	18.411352	13.91668739	453.4436329
2011-02-01T11:39:35.644Z	18.33753091	13.89245998	454.7248898
2011-02-01T11:44:32.708Z	18.26765202	13.86641843	456.0238669
