time	Temperature	Humidity	CO₂
2011-02-01T08:00:00.000Z	21.89740893	28.71167683	482.2893938
2011-02-01T08:04:50.689Z	21.85523572	28.68564405	482.2282667
2011-02-01T08:09:56.184Z	21.81674	28.66381327	482.1575973
2011-02-01T08:14:51.474Z	21.77045418	28.64020775	482.0931162
2011-02-01T08:19:42.462Z	21.72667337	28.61814543	482.0271764
2011-02-01T08:24:32.378Z	21.68541761	28.59387558	481.9628963
2011-02-01T08:29:34.494Z	21.63827433	28.56845643	481.8811758
2011-02-01T08:34:37.695Z	21.58696585	28.53596734	481.8057001
2011-02-01T08:39:44.584Z	21.53786045	28.50866742	481.729937
2011-02-01T08:44:45.520Z	21.48509699	28.48054854	481.654977
2011-02-01T08:49:51.734Z	21.42919217	28.4495093	481.56759
2011-02-01T08:54:39.505Z	21.38092349	28.41685192	481.4896229
2011-02-01T08:59:25.104Z	21.32425128	28.38548669	481.4102503
2011-02-01T09:04:17.023Z	21.27561758	28.3567805	481.319768
2011-02-01T09:09:11.278Z	21.22020969	28.31889947	481.2394701
2011-02-01T09:14:14.596Z	21.16270004	28.28592256	481.1473318
2011-02-01T09:19:24.651Z	21.10522067	28.25006791	481.0516085
2011-02-01T09:24:38.293Z	21.03694474	28.21121422	480.9555057
2011-02-01T09:29:44.999Z	20.98184191	28.1697352	480.8549318
2011-02-01T09:34:45.272Z	20.92133471	28.13169991	480.7601789
2011-02-01T09:39:46.528Z	20.85753592	28.09275647	480.6638093
2011-02-01T09:44:35.311Z	20.79577209	28.0551756	480.5656702
2011-02-01T09:49:24.640Z	20.7361432	28.01491651	480.4774355
2011-02-01T09:54:20.759Z	20.67258624	27.97454394	480.3776296
2011-02-01T09:59:26.971Z	20.60640399	27.93283986	480.2725627
2011-02-01T10:04:17.383Z	20.54467136	27.89369925	480.1782845
2011-02-01T10:09:15.244Z	20.47556062	27.84953876	480.079972
2011-02-01T10:14:27.691Z	20.40778388	27.8035998	479.9732431
2011-02-01T10:19:28.903Z	20.33604117	27.75982433	479.8679463
2011-02-01T10:24:22.151Z	20.27435253	27.71387292	479.776196
2011-02-01T10:29:33.849Z	20.19986525	27.66835916	479.700795
2011-02-01T10:34:31.495Z	20.13044941	27.62391519	481.3043931
2011-02-01T10:39:39.024Z	20.05778354	27.57452689	482.7834065
2011-02-01T10:44:29.212Z	19.9931074	27.52711253	484.2373715
2011-02-01T10:49:29.328Z	19.92164425	27.48204116	485.7951879
2011-02-01T10:54:25.079Z	19.84847769	27.43235507	487.1907873
2011-02-01T10:59:21.596Z	19.77971382	27.38336495	488.7025134
2011-02-01T11:04:34.349Z	19.70330956	27.33386728	490.3373949
2011-02-01T11:09:34.798Z	19.62942905	27.28633226	491.7790058
2011-02-01T11:14:37.609Z	19.55915072	27.23483515	493.2598771
2011-02-01T11:19:24.125Z	19.48738669	27.18447894	494.6639649
2011-02-01T11:24:16.873Z	19.4173229	27.13376618	496.1703801
2011-02-01T11:29:30.759Z	19.33574266	27.08067741	497.6185942
2011-02-01T11:34:38.756Z	19.26151609	27.02787979	499.1679886
2011-02-01T11:39:35.644Z	19.18428624	26.98082725	500.5784449
2011-02-01T11:44:32.708Z	19.11118062	26.93025142	502.0084083
2011-02-01T11:49:41.348Z	19.03459798	26.87404813	503.566344
2011-02-01T11:54:31.095Z	18.96236513	26.8231676	504.8754129
2011-02-01T11:59:23.048Z	18.8935346	26.77389341	506.3108901
2011-02-01T12:04:34.307Z	18.81566675	26.71866697	507.7695066
2011-02-01T12:09:25.191Z	18.74241012	26.66866794	509.1766484
2011-02-01T12:14:18.785Z	18.66515572	26.61481058	510.5724129
2011-02-01T12:19:12.301Z	18.77136185	26.56300011	511.8651442
2011-02-01T12:24:20.944Z	18.90991502	26.5121046	513.3550494
2011-02-01T12:29:23.421Z	19.0486574	26.46956108	514.7952881
2011-02-01T12:34:36.269Z	19.20182654	26.71895274	516.0889844
2011-02-01T12:39:37.336Z	19.344099	26.96318539	517.4227627
2011-02-01T12:44:42.446Z	19.48733737	27.19999869	518.820958
2011-02-01T12:49:31.074Z	19.60856179	27.41963379	520.0894942
2011-02-01T12:54:22.066Z	19.75082055	27.65178079	521.3932175
2011-02-01T12:59:22.398Z	19.88112481	27.86516041	522.7418466
2011-02-01T13:04:34.811Z	20.02143478	28.1022322	523.9975785
2011-02-01T13:09:49.738Z	20.17301127	28.35723938	525.2780505
2011-02-01T13:14:43.816Z	20.30457664	28.57413546	526.5680307
2011-02-01T13:19:34.385Z	20.43617133	28.79372455	527.8315382
2011-02-01T13:24:46.453Z	20.57906322	29.05058249	529.0007666
2011-02-01T13:29:32.188Z	20.70712578	29.25676014	530.1467969
2011-02-01T13:34:21.187Z	20.82945224	29.46943584	531.2543228
2011-02-01T13:39:30.256Z	20.97338998	29.71035303	532.5378817
2011-02-01T13:44:23.972Z	21.1037554	29.93761402	533.6885688
2011-02-01T13:49:23.701Z	21.23889688	30.15975783	534.7939789
2011-02-01T13:54:14.960Z	21.35459595	30.37391691	535.9283402
2011-02-01T13:59:27.941Z	21.4968371	30.59006495	536.9742939
2011-02-01T14:04:16.827Z	21.61975524	30.81161624	538.1225268
2011-02-01T14:09:20.841Z	21.7465377	31.02811871	539.1945969
2011-02-01T14:14:06.957Z	21.87201395	31.24609088	540.1070533
2011-02-01T14:18:58.474Z	21.99294825	31.45463569	541.1481463
2011-02-01T14:24:10.159Z	22.12578213	31.67038435	542.1989706
2011-02-01T14:29:05.352Z	22.23476411	31.87103242	543.1288436
2011-02-01T14:33:56.381Z	22.35364755	32.05981093	544.003818
2011-02-01T14:39:00.803Z	22.48800599	32.27386281	545.0361126
2011-02-01T14:44:03.392Z	22.59769221	32.4794605	545.8913985
2011-02-01T14:49:00.067Z	22.71695182	32.67570551	546.7670146
2011-02-01T14:54:01.182Z	22.84266725	32.89330591	547.6359093
2011-02-01T14:58:55.926Z	22.94578357	33.07600611	548.5637824
2011-02-01T15:04:07.528Z	23.06417527	33.28281772	549.4114192
