time	Temperature	Humidity	CO₂
2011-02-01T08:00:00.000Z	21.65346637	26.85645348	475.2009861
2011-02-01T08:04:50.689Z	21.61176298	26.83210282	475.1407574
2011-02-01T08:09:56.184Z	21.57369611	26.81168265	475.0711267
2011-02-01T08:14:51.474Z	21.52792592	26.78960242	475.0075933
2011-02-01T08:19:42.462Z	21.48463285	26.76896567	474.9426226
2011-02-01T08:24:32.378Z	21.44383669	26.74626403	474.8792872
2011-02-01T08:29:34.494Z	21.39721859	26.72248735	474.7987678
2011-02-01T08:34:37.695Z	21.34648171	26.69209757	474.7244015
2011-02-01T08:39:44.584Z	21.29792335	26.66656165	474.6497519
2011-02-01T08:44:45.520Z	21.24574769	26.64025969	474.5758935
2011-02-01T08:49:51.734Z	21.19046566	26.61122607	474.4897909
2011-02-01T08:54:39.505Z	21.14273471	26.58067887	474.4129698
2011-02-01T08:59:25.104Z	21.08669384	26.55134032	474.3347637
2011-02-01T09:04:17.023Z	21.03860193	26.524489	474.2456113
2011-02-01T09:09:11.278Z	20.98381129	26.48905567	474.1664936
2011-02-01T09:14:14.596Z	20.92694232	26.45820959	474.0757094
2011-02-01T09:19:24.651Z	20.87010328	26.42467171	473.981393
2011-02-01T09:24:38.293Z	20.80258796	26.38832858	473.8867027
2011-02-01T09:29:44.999Z	20.748099	26.34952976	473.787607
2011-02-01T09:34:45.272Z	20.68826585	26.31395214	473.6942467
2011-02-01T09:39:46.528Z	20.6251778	26.27752505	473.5992935
2011-02-01T09:44:35.311Z	20.56410203	26.24237249	473.5025968
2011-02-01T09:49:24.640Z	20.50513743	26.20471477	473.4156589
2011-02-01T09:54:20.759Z	20.4422885	26.1669509	473.3173199
2011-02-01T09:59:26.971Z	20.37684354	26.12794156	473.2137972
2011-02-01T10:04:17.383Z	20.31579863	26.09133004	473.1209046
2011-02-01T10:09:15.244Z	20.2474578	26.05002301	473.024037
2011-02-01T10:14:27.691Z	20.18043611	26.00705242	472.9188769
2011-02-01T10:19:28.903Z	20.10949264	25.96610554	472.8151276
2011-02-01T10:24:22.151Z	20.04849122	25.92312331	472.7247258
2011-02-01T10:29:33.849Z	19.97483374	25.88055045	472.650433
2011-02-01T10:34:31.495Z	19.90619122	25.83897825	474.2304624
2011-02-01T10:39:39.024Z	19.83433486	25.7927812	475.6877381
2011-02-01T10:44:29.212Z	19.77037923	25.74843055	477.1203336
2011-02-01T10:49:29.328Z	19.6997122	25.7062715	478.6552541
